country,decade,weather
Scotland,1720.0,-0.20758412292650924
Scotland,1730.0,2.9816628565807686
Scotland,1740.0,-0.20758412292650924
Scotland,1750.0,0.773722639998807
Scotland,1760.0,-0.6982375043891673
Scotland,1770.0,0.5283959492674779
Switzerland,1520.0,-0.12286242687401873
Switzerland,1530.0,1.2016544677190615
Switzerland,1540.0,0.6562651581807344
Switzerland,1550.0,1.8249565357628639
Switzerland,1560.0,1.4353927432354874
Switzerland,1570.0,-1.2915538044561483
Switzerland,1580.0,-0.9019900119287718
Switzerland,1590.0,-0.5124262194013952
Switzerland,1600.0,-0.12286242687401873
Switzerland,1610.0,-0.04494966836854342
Switzerland,1620.0,0.11087584864240718
Switzerland,1630.0,1.0458289507081109
Switzerland,1640.0,-0.35660070239044467
Switzerland,1650.0,-0.5124262194013952
Switzerland,1660.0,0.812090675191685
Switzerland,1670.0,-1.0578155289397224
Switzerland,1680.0,0.812090675191685
Switzerland,1690.0,-2.8498089745656547
Switzerland,1700.0,-0.12286242687401873
Switzerland,1710.0,-0.35660070239044467
Switzerland,1720.0,1.0458289507081109
Switzerland,1730.0,-0.5124262194013952
Switzerland,1740.0,0.578352399675259
Switzerland,1750.0,-0.27868794388496937
Switzerland,1760.0,-0.9019900119287718
Switzerland,1770.0,0.42252688266430843
