country,decade,population
Norway,1590.0,49e4
Norway,1600.0,5e5
Norway,1610.0,51e4
Norway,1620.0,52e4
Norway,1630.0,53e4
Norway,1640.0,54e4
Norway,1650.0,55e4
Norway,1660.0,56e4
Norway,1670.0,57e4
Norway,1680.0,58e4
Norway,1690.0,59e4
Norway,1700.0,6e5
Norway,1710.0,63e4
Norway,1720.0,66e4
Norway,1730.0,69e4
Norway,1740.0,72e4
Norway,1750.0,75e4
Norway,1760.0,78e4
Norway,1770.0,81e4
Norway,1780.0,84e4
Norway,1790.0,87e4
Norway,1800.0,9e5
Norway,1810.0,1035e3
Norway,1820.0,117e4
Norway,1830.0,1305e3
Norway,1840.0,144e4
Norway,1850.0,1575e3
Norway,1860.0,171e4
Norway,1870.0,1845e3
Norway,1880.0,198e4
Norway,1890.0,2115e3
Norway,1900.0,225e4
Poland,1300.0,35e5
Poland,1310.0,3425e3
Poland,1320.0,335e4
Poland,1330.0,3275e3
Poland,1340.0,32e5
Poland,1350.0,3125e3
Poland,1360.0,305e4
Poland,1370.0,2975e3
Poland,1380.0,29e5
Poland,1390.0,2825e3
Poland,1400.0,275e4
Poland,1410.0,2875e3
Poland,1420.0,3e6
Poland,1430.0,3125e3
Poland,1440.0,325e4
Poland,1450.0,3375e3
Poland,1460.0,35e5
Poland,1470.0,3625e3
Poland,1480.0,375e4
Poland,1490.0,3875e3
Poland,1500.0,4e6
Poland,1510.0,41e5
Poland,1520.0,42e5
Poland,1530.0,43e5
Poland,1540.0,44e5
Poland,1550.0,45e5
Poland,1560.0,46e5
Poland,1570.0,47e5
Poland,1580.0,48e5
Poland,1590.0,49e5
Poland,1600.0,5e6
Poland,1610.0,51e5
Poland,1620.0,52e5
Poland,1630.0,53e5
Poland,1640.0,54e5
Poland,1650.0,55e5
Poland,1660.0,56e5
Poland,1670.0,57e5
Poland,1680.0,58e5
Poland,1690.0,59e5
Poland,1700.0,6e6
Poland,1710.0,63e5
Poland,1720.0,66e5
Poland,1730.0,69e5
Poland,1740.0,72e5
Poland,1750.0,75e5
Poland,1760.0,78e5
Poland,1770.0,81e5
Poland,1780.0,84e5
Poland,1790.0,87e5
Poland,1800.0,9e6
Poland,1810.0,105e5
Poland,1820.0,12e6
Poland,1830.0,135e5
Poland,1840.0,15e6
Poland,1850.0,165e5
Poland,1860.0,18e6
Poland,1870.0,195e5
Poland,1880.0,21e6
Poland,1890.0,225e5
Poland,1900.0,24e6
Portugal,1300.0,125e4
Portugal,1310.0,1215e3
Portugal,1320.0,118e4
Portugal,1330.0,1145e3
Portugal,1340.0,111e4
Portugal,1350.0,1075e3
Portugal,1360.0,104e4
Portugal,1370.0,1005e3
Portugal,1380.0,97e4
Portugal,1390.0,935e3
Portugal,1400.0,9e5
Portugal,1410.0,935e3
Portugal,1420.0,97e4
Portugal,1430.0,1005e3
Portugal,1440.0,104e4
Portugal,1450.0,1075e3
Portugal,1460.0,111e4
Portugal,1470.0,1145e3
Portugal,1480.0,118e4
Portugal,1490.0,1215e3
Portugal,1500.0,125e4
Portugal,1510.0,1325e3
Portugal,1520.0,14e5
Portugal,1530.0,1475e3
Portugal,1540.0,155e4
Portugal,1550.0,1625e3
Portugal,1560.0,17e5
Portugal,1570.0,1775e3
Portugal,1580.0,185e4
Portugal,1590.0,1925e3
Portugal,1600.0,2e6
Portugal,1610.0,2e6
Portugal,1620.0,2e6
Portugal,1630.0,2e6
Portugal,1640.0,2e6
Portugal,1650.0,2e6
Portugal,1660.0,2e6
Portugal,1670.0,2e6
Portugal,1680.0,2e6
Portugal,1690.0,2e6
Portugal,1700.0,2e6
Portugal,1710.0,2075e3
Portugal,1720.0,215e4
Portugal,1730.0,2225e3
Portugal,1740.0,23e5
Portugal,1750.0,2375e3
Portugal,1760.0,245e4
Portugal,1770.0,2525e3
Portugal,1780.0,26e5
Portugal,1790.0,2675e3
Portugal,1800.0,275e4
Portugal,1810.0,2975e3
Portugal,1820.0,32e5
Portugal,1830.0,3425e3
Portugal,1840.0,365e4
Portugal,1850.0,3875e3
Portugal,1860.0,41e5
Portugal,1870.0,4325e3
Portugal,1880.0,455e4
Portugal,1890.0,4775e3
Portugal,1900.0,5e6
Scotland,1300.0,5e5
Scotland,1310.0,49e4
Scotland,1320.0,48e4
Scotland,1330.0,47e4
Scotland,1340.0,46e4
Scotland,1350.0,45e4
Scotland,1360.0,44e4
Scotland,1370.0,43e4
Scotland,1380.0,42e4
Scotland,1390.0,41e4
Scotland,1400.0,4e5
Scotland,1410.0,41e4
Scotland,1420.0,42e4
Scotland,1430.0,43e4
Scotland,1440.0,44e4
Scotland,1450.0,45e4
Scotland,1460.0,46e4
Scotland,1470.0,47e4
Scotland,1480.0,48e4
Scotland,1490.0,49e4
Scotland,1500.0,5e5
Scotland,1510.0,52e4
Scotland,1520.0,54e4
Scotland,1530.0,56e4
Scotland,1540.0,58e4
Scotland,1550.0,6e5
Scotland,1560.0,62e4
Scotland,1570.0,64e4
Scotland,1580.0,66e4
Scotland,1590.0,68e4
Scotland,1600.0,7e5
Scotland,1610.0,73e4
Scotland,1620.0,76e4
Scotland,1630.0,79e4
Scotland,1640.0,82e4
Scotland,1650.0,85e4
Scotland,1660.0,88e4
Scotland,1670.0,91e4
Scotland,1680.0,94e4
Scotland,1690.0,97e4
Scotland,1700.0,1e6
Scotland,1710.0,1025e3
Scotland,1720.0,105e4
Scotland,1730.0,1075e3
Scotland,1740.0,11e5
Scotland,1750.0,1125e3
Scotland,1760.0,115e4
Scotland,1770.0,1175e3
Scotland,1780.0,12e5
Scotland,1790.0,1225e3
Scotland,1800.0,125e4
Scotland,1810.0,1575e3
Scotland,1820.0,19e5
Scotland,1830.0,2225e3
Scotland,1840.0,255e4
Scotland,1850.0,2875e3
Scotland,1860.0,32e5
Scotland,1870.0,3525e3
Scotland,1880.0,385e4
Scotland,1890.0,4175e3
Scotland,1900.0,45e5
Slovakia,1300.0,1149e3
Slovakia,1310.0,1129850.0
Slovakia,1320.0,1110700.0
Slovakia,1330.0,1091550.0
Slovakia,1340.0,1072400.0
Slovakia,1350.0,1053250.0
Slovakia,1360.0,1034100.0
Slovakia,1370.0,1014950.0
Slovakia,1380.0,995800.0
Slovakia,1390.0,976650.0
Slovakia,1400.0,957500.0
Slovakia,1410.0,976650.0
Slovakia,1420.0,995800.0
Slovakia,1430.0,1014950.0
Slovakia,1440.0,1034100.0
Slovakia,1450.0,1053250.0
Slovakia,1460.0,1072400.0
Slovakia,1470.0,1091550.0
Slovakia,1480.0,1110700.0
Slovakia,1490.0,1129850.0
Slovakia,1500.0,1149e3
Slovakia,1510.0,1206450.0
Slovakia,1520.0,1263900.0
Slovakia,1530.0,1321350.0
Slovakia,1540.0,1378800.0
Slovakia,1550.0,1436250.0
Slovakia,1560.0,1493700.0
Slovakia,1570.0,1551150.0
Slovakia,1580.0,1608600.0
Slovakia,1590.0,1666050.0
Slovakia,1600.0,1723500.0
Slovakia,1610.0,1723500.0
Slovakia,1620.0,1723500.0
Slovakia,1630.0,1723500.0
Slovakia,1640.0,1723500.0
Slovakia,1650.0,1723500.0
Slovakia,1660.0,1723500.0
Slovakia,1670.0,1723500.0
Slovakia,1680.0,1723500.0
Slovakia,1690.0,1723500.0
Slovakia,1700.0,1723500.0
Slovakia,1710.0,1809675.0
Slovakia,1720.0,1895850.0
Slovakia,1730.0,1982025.0
Slovakia,1740.0,2068200.0
Slovakia,1750.0,2154375.0
Slovakia,1760.0,2240550.0
Slovakia,1770.0,2326725.0
Slovakia,1780.0,2412900.0
Slovakia,1790.0,2499075.0
Slovakia,1800.0,2585250.0
Slovakia,1810.0,2786325.0
Slovakia,1820.0,2987400.0
Slovakia,1830.0,3188475.0
Slovakia,1840.0,3389550.0
Slovakia,1850.0,3590625.0
Slovakia,1860.0,3791700.0
Slovakia,1870.0,3992775.0
Slovakia,1880.0,4193850.0
Slovakia,1890.0,4394925.0
Slovakia,1900.0,4596e3
Spain,1300.0,75e5
Spain,1310.0,73e5
Spain,1320.0,71e5
Spain,1330.0,69e5
Spain,1340.0,67e5
Spain,1350.0,65e5
Spain,1360.0,63e5
Spain,1370.0,61e5
Spain,1380.0,59e5
Spain,1390.0,57e5
Spain,1400.0,55e5
Spain,1410.0,56e5
Spain,1420.0,57e5
Spain,1430.0,58e5
Spain,1440.0,59e5
Spain,1450.0,6e6
Spain,1460.0,61e5
Spain,1470.0,62e5
Spain,1480.0,63e5
Spain,1490.0,64e5
Spain,1500.0,65e5
Spain,1510.0,67e5
Spain,1520.0,69e5
Spain,1530.0,71e5
Spain,1540.0,73e5
Spain,1550.0,75e5
Spain,1560.0,77e5
Spain,1570.0,79e5
Spain,1580.0,81e5
Spain,1590.0,83e5
Spain,1600.0,85e5
Spain,1610.0,845e4
Spain,1620.0,84e5
Spain,1630.0,835e4
Spain,1640.0,83e5
Spain,1650.0,825e4
Spain,1660.0,82e5
Spain,1670.0,815e4
Spain,1680.0,81e5
Spain,1690.0,805e4
Spain,1700.0,8e6
Spain,1710.0,835e4
Spain,1720.0,87e5
Spain,1730.0,905e4
Spain,1740.0,94e5
Spain,1750.0,975e4
Spain,1760.0,101e5
Spain,1770.0,1045e4
Spain,1780.0,108e5
Spain,1790.0,1115e4
Spain,1800.0,115e5
Spain,1810.0,122e5
Spain,1820.0,129e5
Spain,1830.0,136e5
Spain,1840.0,143e5
Spain,1850.0,15e6
Spain,1860.0,157e5
Spain,1870.0,164e5
Spain,1880.0,171e5
Spain,1890.0,178e5
Spain,1900.0,185e5
Sweden,1300.0,8e5
Sweden,1310.0,78e4
Sweden,1320.0,76e4
Sweden,1330.0,74e4
Sweden,1340.0,72e4
Sweden,1350.0,7e5
Sweden,1360.0,68e4
Sweden,1370.0,66e4
Sweden,1380.0,64e4
Sweden,1390.0,62e4
Sweden,1400.0,6e5
Sweden,1410.0,62e4
Sweden,1420.0,64e4
Sweden,1430.0,66e4
Sweden,1440.0,68e4
Sweden,1450.0,7e5
Sweden,1460.0,72e4
Sweden,1470.0,74e4
Sweden,1480.0,76e4
Sweden,1490.0,78e4
Sweden,1500.0,8e5
Sweden,1510.0,82e4
Sweden,1520.0,84e4
Sweden,1530.0,86e4
Sweden,1540.0,88e4
Sweden,1550.0,9e5
Sweden,1560.0,92e4
Sweden,1570.0,94e4
Sweden,1580.0,96e4
Sweden,1590.0,98e4
Sweden,1600.0,1e6
Sweden,1610.0,105e4
Sweden,1620.0,11e5
Sweden,1630.0,115e4
Sweden,1640.0,12e5
Sweden,1650.0,125e4
Sweden,1660.0,13e5
Sweden,1670.0,135e4
Sweden,1680.0,14e5
Sweden,1690.0,145e4
Sweden,1700.0,15e5
Sweden,1710.0,16e5
Sweden,1720.0,17e5
Sweden,1730.0,18e5
Sweden,1740.0,19e5
Sweden,1750.0,2e6
Sweden,1760.0,21e5
Sweden,1770.0,22e5
Sweden,1780.0,23e5
Sweden,1790.0,24e5
Sweden,1800.0,25e5
Sweden,1810.0,275e4
Sweden,1820.0,3e6
Sweden,1830.0,325e4
Sweden,1840.0,35e5
Sweden,1850.0,375e4
Sweden,1860.0,4e6
Sweden,1870.0,425e4
Sweden,1880.0,45e5
Sweden,1890.0,475e4
Sweden,1900.0,5e6
Switzerland,1300.0,8e5
Switzerland,1310.0,78e4
Switzerland,1320.0,76e4
Switzerland,1330.0,74e4
Switzerland,1340.0,72e4
Switzerland,1350.0,7e5
Switzerland,1360.0,68e4
Switzerland,1370.0,66e4
Switzerland,1380.0,64e4
Switzerland,1390.0,62e4
Switzerland,1400.0,6e5
Switzerland,1410.0,62e4
Switzerland,1420.0,64e4
Switzerland,1430.0,66e4
Switzerland,1440.0,68e4
Switzerland,1450.0,7e5
Switzerland,1460.0,72e4
Switzerland,1470.0,74e4
Switzerland,1480.0,76e4
Switzerland,1490.0,78e4
Switzerland,1500.0,8e5
Switzerland,1510.0,82e4
Switzerland,1520.0,84e4
Switzerland,1530.0,86e4
Switzerland,1540.0,88e4
Switzerland,1550.0,9e5
Switzerland,1560.0,92e4
Switzerland,1570.0,94e4
Switzerland,1580.0,96e4
Switzerland,1590.0,98e4
Switzerland,1600.0,1e6
Switzerland,1610.0,1025e3
Switzerland,1620.0,105e4
Switzerland,1630.0,1075e3
Switzerland,1640.0,11e5
Switzerland,1650.0,1125e3
Switzerland,1660.0,115e4
Switzerland,1670.0,1175e3
Switzerland,1680.0,12e5
Switzerland,1690.0,1225e3
Switzerland,1700.0,125e4
Switzerland,1710.0,13e5
Switzerland,1720.0,135e4
Switzerland,1730.0,14e5
Switzerland,1740.0,145e4
Switzerland,1750.0,15e5
Switzerland,1760.0,155e4
Switzerland,1770.0,16e5
Switzerland,1780.0,165e4
Switzerland,1790.0,17e5
Switzerland,1800.0,175e4
Switzerland,1810.0,19e5
Switzerland,1820.0,205e4
Switzerland,1830.0,22e5
Switzerland,1840.0,235e4
Switzerland,1850.0,25e5
Switzerland,1860.0,265e4
Switzerland,1870.0,28e5
Switzerland,1880.0,295e4
Switzerland,1890.0,31e5
Switzerland,1900.0,325e4
Wales,1300.0,513750.00000000006
Wales,1310.0,496625.00000000006
Wales,1320.0,479500.00000000006
Wales,1330.0,462375.00000000006
Wales,1340.0,445250.0
Wales,1350.0,428125.0
Wales,1360.0,411e3
Wales,1370.0,393875.0
Wales,1380.0,376750.0
Wales,1390.0,359625.0
Wales,1400.0,342500.0
Wales,1410.0,359625.0
Wales,1420.0,376750.0
Wales,1430.0,393875.0
Wales,1440.0,411e3
Wales,1450.0,428125.0
Wales,1460.0,445250.0
Wales,1470.0,462375.0
Wales,1480.0,479500.00000000006
Wales,1490.0,496625.00000000006
Wales,1500.0,513750.00000000006
Wales,1510.0,520600.00000000006
Wales,1520.0,527450.0
Wales,1530.0,534300.0
Wales,1540.0,541150.0
Wales,1550.0,548e3
Wales,1560.0,554850.0
Wales,1570.0,561700.0
Wales,1580.0,568550.0
Wales,1590.0,575400.0
Wales,1600.0,582250.0
Wales,1610.0,602800.0
Wales,1620.0,623350.0
Wales,1630.0,643900.0
Wales,1640.0,664450.0
Wales,1650.0,685e3
Wales,1660.0,705550.0
Wales,1670.0,726100.0
Wales,1680.0,746650.0000000001
Wales,1690.0,767200.0000000001
Wales,1700.0,787750.0000000001
Wales,1710.0,835700.0000000001
Wales,1720.0,883650.0000000001
Wales,1730.0,931600.0000000001
Wales,1740.0,979550.0000000001
Wales,1750.0,1027500.0
Wales,1760.0,1075450.0
Wales,1770.0,1123400.0
Wales,1780.0,1171350.0
Wales,1790.0,1219300.0
Wales,1800.0,1267250.0
Wales,1810.0,1592625.0
Wales,1820.0,1918e3
Wales,1830.0,2243375.0
Wales,1840.0,2568750.0
Wales,1850.0,2894125.0
Wales,1860.0,3219500.0
Wales,1870.0,3544875.0
Wales,1880.0,3870250.0
Wales,1890.0,4195625.0
Wales,1900.0,4521e3
