country,decade,century,trials,battles,population,trials.mil,battles.mil,ln.trials,ln.trials.mil,ln1p.trials,ln1p.trials.mil,battles.tp1,battles.tp2,battles.tp3,battles.mil.tp1,battles.mil.tp2,battles.mil.tp3,weather,urbanization,real.wage,taxes.percap,temperature
Czech Republic,1490.0,1400.0,0.0,0.0,1820150.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,6.159,NA,NA,NA
Czech Republic,1500.0,1500.0,0.0,0.0,1851e3,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,0.788842238577496
Czech Republic,1510.0,1500.0,0.0,0.0,1943550.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,-0.5016328449807003
Czech Republic,1520.0,1500.0,0.0,0.0,2036100.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,1.249164143383317
Czech Republic,1530.0,1500.0,0.0,0.0,2128650.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,1.9494829387289243
Czech Republic,1540.0,1500.0,0.0,0.0,2221200.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,0.6196641026232194
Czech Republic,1550.0,1500.0,0.0,0.0,2313750.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,1.0799860074290402
Czech Republic,1560.0,1500.0,0.0,0.0,2406300.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,-0.615729727368471
Czech Republic,1570.0,1500.0,0.0,0.0,2498850.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,5.889,NA,NA,-0.5999922263494668
Czech Republic,1580.0,1500.0,0.0,0.0,2591400.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.72,NA,5.889,NA,NA,-0.045245315429631346
Czech Republic,1590.0,1500.0,0.0,0.0,2683950.0,0.0,0.0,NA,NA,0.0,0.0,0.0,2.0,2.0,0.0,0.72,0.72,NA,5.889,NA,NA,-0.8635953684177581
Czech Republic,1600.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,2.0,2.0,2.0,0.72,0.72,0.72,NA,4.142,NA,NA,-0.26557032969566546
Czech Republic,1610.0,1600.0,0.0,2.0,2776500.0,0.0,0.72,NA,NA,0.0,0.0,2.0,2.0,3.0,0.72,0.72,1.08,NA,4.142,NA,NA,0.639335978896972
Czech Republic,1620.0,1600.0,0.0,2.0,2776500.0,0.0,0.72,NA,NA,0.0,0.0,2.0,3.0,0.0,0.72,1.08,0.0,NA,4.142,NA,NA,-0.07672031746763622
Czech Republic,1630.0,1600.0,0.0,2.0,2776500.0,0.0,0.72,NA,NA,0.0,0.0,3.0,0.0,0.0,1.08,0.0,0.0,NA,4.142,NA,NA,0.49769846972595183
Czech Republic,1640.0,1600.0,0.0,3.0,2776500.0,0.0,1.08,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,-0.22622657714816025
Czech Republic,1650.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,-0.11999844526989335
Czech Republic,1660.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,0.17114532358165083
Czech Republic,1670.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,-0.5134359707449525
Czech Republic,1680.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,-0.23802970291241252
Czech Republic,1690.0,1600.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.142,NA,NA,-2.9291423771618237
Czech Republic,1700.0,1700.0,0.0,0.0,2776500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1710.0,1700.0,0.0,0.0,2915325.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1720.0,1700.0,0.0,0.0,3054150.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1730.0,1700.0,0.0,0.0,3192975.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1740.0,1700.0,0.0,0.0,3331800.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1750.0,1700.0,0.0,0.0,3470625.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1760.0,1700.0,0.0,0.0,3609450.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1770.0,1700.0,0.0,0.0,3748275.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1780.0,1700.0,0.0,0.0,3887100.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1790.0,1700.0,0.0,0.0,4025925.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.962,NA,NA,NA
Czech Republic,1800.0,1800.0,0.0,0.0,4164750.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.106,NA,NA,NA
Czech Republic,1810.0,1800.0,0.0,0.0,4488675.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.106,NA,NA,NA
Czech Republic,1820.0,1800.0,0.0,0.0,4812600.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.106,NA,NA,NA
Czech Republic,1830.0,1800.0,0.0,0.0,5136525.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,4.106,NA,NA,NA
Czech Republic,1840.0,1800.0,0.0,0.0,5460450.0,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,4.106,NA,NA,NA
Czech Republic,1850.0,1800.0,0.0,0.0,5784375.0,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,4.106,NA,NA,NA
Denmark,1300.0,1300.0,0.0,0.0,6e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1310.0,1300.0,0.0,0.0,59e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1320.0,1300.0,0.0,0.0,58e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1330.0,1300.0,0.0,0.0,57e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1340.0,1300.0,0.0,0.0,56e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1350.0,1300.0,0.0,0.0,55e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1360.0,1300.0,0.0,0.0,54e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1370.0,1300.0,0.0,0.0,53e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1380.0,1300.0,0.0,0.0,52e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1390.0,1300.0,0.0,0.0,51e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA
Denmark,1400.0,1400.0,0.0,0.0,5e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1410.0,1400.0,0.0,0.0,51e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1420.0,1400.0,0.0,0.0,52e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1430.0,1400.0,0.0,0.0,53e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1440.0,1400.0,0.0,0.0,54e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1450.0,1400.0,0.0,0.0,55e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1460.0,1400.0,0.0,0.0,56e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1470.0,1400.0,0.0,0.0,57e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1480.0,1400.0,0.0,0.0,58e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1490.0,1400.0,0.0,0.0,59e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.8,NA,NA,NA
Denmark,1500.0,1500.0,0.0,0.0,6e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,0.8810877854154996
Denmark,1510.0,1500.0,0.0,0.0,61e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,-0.3771245640423512
Denmark,1520.0,1500.0,0.0,0.0,62e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,1.254142659917829
Denmark,1530.0,1500.0,0.0,0.0,63e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,1.5831092310698802
Denmark,1540.0,1500.0,0.0,0.0,64e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,0.07732410126048309
Denmark,1550.0,1500.0,0.0,0.0,65e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,0.9421331285158798
Denmark,1560.0,1500.0,0.0,0.0,66e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,-0.45512694689283995
Denmark,1570.0,1500.0,6.0,0.0,67e4,8.955,0.0,1.791759469228055,2.192212035512675,1.9459101490553132,2.2980749375161595,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,-0.1702486790910603
Denmark,1580.0,1500.0,0.0,0.0,68e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,0.00949594226006123
Denmark,1590.0,1500.0,3.0,0.0,69e4,4.348,0.0,1.0986122886681098,1.469715969258963,1.3862943611198906,1.6767226592396967,0.0,0.0,0.0,0.0,0.0,0.0,NA,1.667,NA,NA,-0.38729878789241506
Denmark,1600.0,1600.0,0.0,0.0,7e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,-0.34321048454214026
Denmark,1610.0,1600.0,45.0,0.0,71e4,63.38,0.0,3.8066624897703196,4.149148354262775,3.828641396489095,4.164803025870662,0.0,0.0,2.0,0.0,0.0,2.703,NA,7.714,NA,NA,0.4605531996128762
Denmark,1620.0,1600.0,16.0,0.0,72e4,22.222,0.0,2.772588722239781,3.101082789161817,2.833213344056216,3.1451001052048144,0.0,2.0,0.0,0.0,2.703,0.0,NA,7.714,NA,NA,-0.5907832648936867
Denmark,1630.0,1600.0,10.0,0.0,73e4,13.699,0.0,2.302585092994046,2.6173228374692523,2.3978952727983707,2.6877794642598505,2.0,0.0,0.0,2.703,0.0,0.0,NA,7.714,NA,NA,0.9590901682659854
Denmark,1640.0,1600.0,9.0,2.0,74e4,12.162,2.703,2.1972245773362196,2.498316336697918,2.302585092994046,2.5773338900339273,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,0.19602337951122437
Denmark,1650.0,1600.0,1.0,0.0,75e4,1.333,0.0,0.0,0.28743204119657156,0.6931471805599453,0.8471549930392929,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,0.0027131263600196458
Denmark,1660.0,1600.0,0.0,0.0,76e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,-0.31947062889199324
Denmark,1670.0,1600.0,0.0,0.0,77e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,-1.2453249992477702
Denmark,1680.0,1600.0,0.0,0.0,78e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,0.5453383983634036
Denmark,1690.0,1600.0,0.0,0.0,79e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,7.714,NA,NA,-3.022422765058861
Denmark,1700.0,1700.0,0.0,0.0,8e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1710.0,1700.0,0.0,0.0,82e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1720.0,1700.0,0.0,0.0,84e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1730.0,1700.0,0.0,0.0,86e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1740.0,1700.0,0.0,0.0,88e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1750.0,1700.0,0.0,0.0,9e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1760.0,1700.0,0.0,0.0,92e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1770.0,1700.0,0.0,0.0,94e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1780.0,1700.0,0.0,0.0,96e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1790.0,1700.0,0.0,0.0,98e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,8.125,NA,NA,NA
Denmark,1800.0,1800.0,0.0,0.0,1e6,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,11.3,NA,NA,NA
Denmark,1810.0,1800.0,0.0,0.0,115e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,11.3,NA,NA,NA
Denmark,1820.0,1800.0,0.0,0.0,13e5,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,11.3,NA,NA,NA
Denmark,1830.0,1800.0,0.0,0.0,145e4,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,NA,NA,11.3,NA,NA,NA
Denmark,1840.0,1800.0,0.0,0.0,16e5,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,11.3,NA,NA,NA
Denmark,1850.0,1800.0,0.0,0.0,175e4,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA
England,1300.0,1300.0,3.0,0.0,3236250.0,0.927,0.0,1.0986122886681098,-0.07580171341628185,1.3862943611198906,0.6559643894322293,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,7.4585997824,NA,NA
England,1310.0,1300.0,2.0,0.0,3128375.0,0.639,0.0,0.6931471805599453,-0.44785082460460224,1.0986122886681098,0.49408629976169266,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,7.2781216448,NA,NA
England,1320.0,1300.0,28.0,0.0,3020500.0,9.27,0.0,3.332204510175204,2.2267833795777636,3.367295829986474,2.329227023940467,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,7.89811361885,NA,NA
England,1330.0,1300.0,5.0,0.0,2912625.0,1.717,0.0,1.6094379124341003,0.5405785819153385,1.791759469228055,0.9995283304442107,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,8.72973206795,NA,NA
England,1340.0,1300.0,0.0,0.0,2804750.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,7.47717529265,NA,NA
England,1350.0,1300.0,0.0,0.0,2696875.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,7.40975128595,NA,NA
England,1360.0,1300.0,1.0,0.0,2589e3,0.386,0.0,0.0,-0.9519179095173061,0.6931471805599453,0.3264219007677115,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,8.6297607443,NA,NA
England,1370.0,1300.0,2.0,0.0,2481125.0,0.806,0.0,0.6931471805599453,-0.2156715364755087,1.0986122886681098,0.5911144549947938,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,9.47638061155,NA,NA
England,1380.0,1300.0,3.0,0.0,2373250.0,1.264,0.0,1.0986122886681098,0.2342812957246657,1.3862943611198906,0.8171331603409365,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,10.12838441975,NA,NA
England,1390.0,1300.0,0.0,0.0,2265375.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.728,10.15775618055,NA,NA
England,1400.0,1400.0,0.0,0.0,2157500.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,10.34429913625,NA,NA
England,1410.0,1400.0,2.0,0.0,2265375.0,0.883,0.0,0.6931471805599453,-0.12443007837817703,1.0986122886681098,0.6328662496750154,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,10.9487811676,NA,NA
England,1420.0,1400.0,2.0,0.0,2373250.0,0.843,0.0,0.6931471805599453,-0.17078832098028163,1.0986122886681098,0.6113946786876863,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.43270671235,NA,NA
England,1430.0,1400.0,12.0,0.0,2481125.0,4.837,0.0,2.4849066497880004,1.5762946938408462,2.5649493574615367,1.764216966221654,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,10.20631288745,NA,NA
England,1440.0,1400.0,10.0,0.0,2589e3,3.862,0.0,2.302585092994046,1.3511851840063227,2.3978952727983707,1.5814498758939317,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.30394655735,NA,NA
England,1450.0,1400.0,5.0,0.0,2696875.0,1.854,0.0,1.6094379124341003,0.6173454671436635,1.791759469228055,1.0487215190546446,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.29722826645,NA,NA
England,1460.0,1400.0,3.0,0.0,2804750.0,1.07,0.0,1.0986122886681098,0.06765864847381486,1.3862943611198906,0.7275486072772778,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.3011504797,NA,NA
England,1470.0,1400.0,3.0,0.0,2912625.0,1.03,0.0,1.0986122886681098,0.02955880224154443,1.3862943611198906,0.708035793053696,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.2574103119,NA,NA
England,1480.0,1400.0,5.0,0.0,3020500.0,1.655,0.0,1.6094379124341003,0.5038010088290262,1.791759469228055,0.9764446546939022,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,10.655256552100001,NA,NA
England,1490.0,1400.0,10.0,0.0,3128375.0,3.197,0.0,2.302585092994046,1.1622128700777044,2.3978952727983707,1.434369984351454,0.0,0.0,0.0,0.0,0.0,0.0,NA,4.45,11.5999350236,NA,NA
England,1500.0,1500.0,0.0,0.0,3236250.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.028,11.019690475800001,5.499568191,1.0525768527392456
England,1510.0,1500.0,0.0,0.0,3279400.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,3.028,10.48894189995,5.499568191,-0.5086921567949614
England,1520.0,1500.0,0.0,0.0,3322550.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.264376021461465,3.028,9.77971266525,5.499568191,0.8691490729305849
England,1530.0,1500.0,0.0,0.0,3365700.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037742567804819833,3.028,9.6306191027,5.499568191,1.641252053055422
England,1540.0,1500.0,0.0,0.0,3408850.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2830692585361489,3.028,11.2921399215,5.499568191,0.09704609280574013
England,1550.0,1500.0,4.0,0.0,3452e3,1.159,0.0,1.3862943611198906,0.1475575643576147,1.6094379124341003,0.7696451515326703,0.0,0.0,0.0,0.0,0.0,0.0,0.5283959492674779,3.028,9.57235056335,8.928165396,0.984324655601138
England,1560.0,1500.0,18.0,0.0,3495150.0,5.15,0.0,2.8903717578961645,1.6389967146756448,2.9444389791664403,1.8164520818184267,0.0,0.0,0.0,0.0,0.0,0.0,-0.9435641951204964,3.028,8.2679054614,8.928165396,-0.28687251609611375
England,1570.0,1500.0,30.0,0.0,3538300.0,8.479,0.0,3.4011973816621555,2.137592518321866,3.4339872044851463,2.2490788254709044,0.0,0.0,0.0,0.0,0.0,0.0,0.037742567804819833,3.028,8.30265807085,8.928165396,-0.675056887319097
England,1580.0,1500.0,63.0,0.0,3581450.0,17.591,0.0,4.143134726391533,2.8673874076167687,4.1588830833596715,2.92267759264808,0.0,0.0,0.0,0.0,0.0,0.0,-0.9435641951204964,3.028,8.64832132885,8.928165396,-0.4276426726934582
England,1590.0,1500.0,51.0,0.0,3624600.0,14.071,0.0,3.9318256327243257,2.6441159418061186,3.9512437185814275,2.7127723674375392,0.0,0.0,0.0,0.0,0.0,0.0,-0.4529108136578383,3.028,6.91315195895,8.928165396,-0.48309758286817006
England,1600.0,1600.0,32.0,0.0,3667750.0,8.725,0.0,3.4657359027997265,2.1661924680884908,3.4965075614664802,2.27469988950451,0.0,0.0,1.0,0.0,0.0,0.247,-1.6795442673144836,9.106,7.0391588145999995,15.22018211,-0.15463388414102805
England,1610.0,1600.0,107.0,0.0,3797200.0,28.179,0.0,4.672828834461906,3.338577019680488,4.68213122712422,3.37344927245943,0.0,1.0,62.0,0.0,0.247,14.813,1.264376021461465,9.106,6.332940199,15.22018211,0.41697826689062345
England,1620.0,1600.0,23.0,0.0,3926650.0,5.857,0.0,3.1354942159291497,1.7676375271076452,3.1780538303479458,1.9252700283022275,1.0,62.0,2.0,0.247,14.813,0.463,-0.9435641951204964,9.106,6.96188664905,15.22018211,-0.6323992641077808
England,1630.0,1600.0,40.0,1.0,4056100.0,9.862,0.247,3.6888794541139363,2.2886889878019345,3.713572066704308,2.3852704596126535,62.0,2.0,0.0,14.813,0.463,0.0,-0.4529108136578383,9.106,7.3654896628,15.22018211,1.1805497223732018
England,1640.0,1600.0,412.0,62.0,4185550.0,98.434,14.813,6.021023349349527,4.589386272832283,6.023447592961033,4.599494107489855,2.0,0.0,0.0,0.463,0.0,0.0,0.037742567804819833,9.106,7.4531847212499995,15.22018211,0.1397037160170564
England,1650.0,1600.0,132.0,2.0,4315e3,30.591,0.463,4.882801922586371,3.4207058480501984,4.890349128221754,3.4528722699001775,0.0,0.0,0.0,0.0,0.0,0.0,-1.4342175765831546,9.106,7.9006912719,38.69788882,0.15676676530158895
England,1660.0,1600.0,62.0,0.0,4444450.0,13.95,0.0,4.127134385045092,2.6354795082673745,4.143134726391533,2.7047112998366956,0.0,0.0,0.0,0.0,0.0,0.0,-0.9435641951204964,9.106,9.0604100961,38.69788882,-0.047989826112733634
England,1670.0,1600.0,58.0,0.0,4573900.0,12.681,0.0,4.060443010546419,2.5401048102527626,4.07753744390572,2.616008008937977,0.0,0.0,0.0,0.0,0.0,0.0,0.773722639998807,9.106,7.8177361631,38.69788882,-0.9821917744405847
England,1680.0,1600.0,39.0,0.0,4703350.0,8.292,0.0,3.6635616461296463,2.1152911945735333,3.6888794541139363,2.229153814908163,0.0,0.0,0.0,0.0,0.0,0.0,0.2830692585361489,9.106,8.36940740935,38.69788882,0.6345321452683417
England,1690.0,1600.0,14.0,0.0,4832800.0,2.897,0.0,2.6390573296152584,1.0636757187872132,2.70805020110221,1.3602070263565722,0.0,0.0,0.0,0.0,0.0,0.0,-0.9435641951204964,9.106,7.5225925433,38.69788882,-2.974302778409091
England,1700.0,1700.0,9.0,0.0,4962250.0,1.814,0.0,2.1972245773362196,0.5955343516929449,2.302585092994046,1.0346069586921973,0.0,0.0,0.0,0.0,0.0,0.0,0.773722639998807,16.424,8.8076855001,91.93789158,NA
England,1710.0,1700.0,5.0,0.0,5264300.0,0.95,0.0,1.6094379124341003,-0.05129329438755058,1.791759469228055,0.6678293725756554,0.0,0.0,0.0,0.0,0.0,0.0,0.2830692585361489,16.424,8.84205310295,91.93789158,NA
England,1720.0,1700.0,0.0,0.0,5566350.0,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20758412292650924,16.424,8.8484883916,91.93789158,NA
