decade,country,temperature,avg.temp,sd.temp,zscore.temp
1600.0,Portugal,14.467,14.40485,0.11159667746421748,0.5569162219899305
1610.0,Portugal,14.431,14.40485,0.11159667746421748,0.23432597272785496
1620.0,Portugal,14.367,14.40485,0.11159667746421748,-0.33916780373801997
1630.0,Portugal,14.541,14.40485,0.11159667746421748,1.2200184010286148
1640.0,Portugal,14.34,14.40485,0.11159667746421748,-0.5811104906845767
1650.0,Portugal,14.449,14.40485,0.11159667746421748,0.3956210973588927
1660.0,Portugal,14.463,14.40485,0.11159667746421748,0.5210728609608004
1670.0,Portugal,14.422,14.40485,0.11159667746421748,0.153678410412352
1680.0,Portugal,14.372,14.40485,0.11159667746421748,-0.2943636024516312
1690.0,Portugal,14.205,14.40485,0.11159667746421748,-1.7908239254173122
1500.0,Romania,8.556,8.51725,0.157373466298283,0.24622956405212817
1510.0,Romania,8.497,8.51725,0.157373466298283,-0.12867480444015422
1520.0,Romania,8.704,8.51725,0.157373466298283,1.186667640948044
1530.0,Romania,8.733,8.51725,0.157373466298283,1.370942669528998
1540.0,Romania,8.681,8.51725,0.157373466298283,1.0405184803493464
1550.0,Romania,8.628,8.51725,0.157373466298283,0.7037399798393319
1560.0,Romania,8.404,8.51725,0.157373466298283,-0.7196257581652844
1570.0,Romania,8.507,8.51725,0.157373466298283,-0.06513169113637812
1580.0,Romania,8.611,8.51725,0.157373466298283,0.5957166872229137
1590.0,Romania,8.371,8.51725,0.157373466298283,-0.9293180320677467
1600.0,Romania,8.492,8.51725,0.157373466298283,-0.16044636109203664
1610.0,Romania,8.635,8.51725,0.157373466298283,0.748220159151974
1620.0,Romania,8.679,8.51725,0.157373466298283,1.027809857688598
1630.0,Romania,8.371,8.51725,0.157373466298283,-0.9293180320677467
1640.0,Romania,8.419,8.51725,0.157373466298283,-0.6243110882096146
1650.0,Romania,8.451,8.51725,0.157373466298283,-0.4209731256375266
1660.0,Romania,8.575,8.51725,0.157373466298283,0.3669614793293062
1670.0,Romania,8.628,8.51725,0.157373466298283,0.7037399798393319
1680.0,Romania,8.118,8.51725,0.157373466298283,-2.536958798653317
1690.0,Romania,8.285,8.51725,0.157373466298283,-1.4757888064802347
1500.0,Scotland,6.936,6.74825,0.19421850825132103,0.966694686775421
1510.0,Scotland,6.669,6.74825,0.19421850825132103,-0.4080455601968151
1520.0,Scotland,6.898,6.74825,0.19421850825132103,0.7710387714760005
1530.0,Scotland,7.022,6.74825,0.19421850825132103,1.4094949161372659
1540.0,Scotland,6.734,6.74825,0.19421850825132103,-0.07337096823728037
1550.0,Scotland,6.924,6.74825,0.19421850825132103,0.9049086082598172
1560.0,Scotland,6.71,6.74825,0.19421850825132103,-0.19694312526849256
1570.0,Scotland,6.644,6.74825,0.19421850825132103,-0.5367665571043249
1580.0,Scotland,6.678,6.74825,0.19421850825132103,-0.36170600131010877
1590.0,Scotland,6.687,6.74825,0.19421850825132103,-0.3153664424234025
1600.0,Scotland,6.713,6.74825,0.19421850825132103,-0.18149660563959047
1610.0,Scotland,6.809,6.74825,0.19421850825132103,0.3127920224852583
1620.0,Scotland,6.585,6.74825,0.19421850825132103,-0.8405481098060554
