event,lon,lat
Witchcraft trial,11.582,48.1351
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.7223,48.8722
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.1888,48.7303
Witchcraft trial,11.136,48.4577
Witchcraft trial,12.7689,48.0581
Witchcraft trial,12.5802,48.8777
Witchcraft trial,10.5355,47.7059
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.582,48.1351
Witchcraft trial,12.0093,47.864
Witchcraft trial,11.136,48.4577
Witchcraft trial,12.6144,47.7242
Witchcraft trial,13.3561,48.7737
Witchcraft trial,13.0554,48.7703
Witchcraft trial,10.2922,47.5743
Witchcraft trial,10.7778,48.7186
Witchcraft trial,10.3158,47.7286
Witchcraft trial,9.6351,47.5786
Witchcraft trial,11.4274,47.9102
Witchcraft trial,11.4678,48.657
Witchcraft trial,11.1888,48.7303
Witchcraft trial,12.5802,48.8777
Witchcraft trial,12.8832,49.0795
Witchcraft trial,10.5355,47.7059
Witchcraft trial,9.6351,47.5786
Witchcraft trial,13.1284,48.9772
Witchcraft trial,12.5802,48.8777
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.9209,48.6902
Witchcraft trial,10.9209,48.6902
Witchcraft trial,11.7817,48.6431
Witchcraft trial,12.8816,47.7303
Witchcraft trial,11.6918,48.9637
Witchcraft trial,12.6384,47.8678
Witchcraft trial,12.5802,48.8777
Witchcraft trial,12.0093,47.864
Witchcraft trial,10.7764,47.7387
Witchcraft trial,11.4339,48.263
Witchcraft trial,11.863,48.1909
Witchcraft trial,12.6384,47.8678
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.5355,47.7059
Witchcraft trial,10.1802,47.9838
Witchcraft trial,12.6896,48.2413
Witchcraft trial,10.7764,47.7387
Witchcraft trial,11.4672,49.2773
Witchcraft trial,12.1469,48.5442
Witchcraft trial,9.90714,49.7333
Witchcraft trial,12.1469,48.5442
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.4852,48.6435
Witchcraft trial,12.5223,49.1941
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.8866,48.9184
Witchcraft trial,9.6351,47.5786
Witchcraft trial,10.5355,47.7059
Witchcraft trial,9.6351,47.5786
Witchcraft trial,13.0554,48.7703
Witchcraft trial,10.8537,48.8427
Witchcraft trial,9.6351,47.5786
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.339,48.0
Witchcraft trial,11.6918,48.9637
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.0093,47.864
Witchcraft trial,12.6384,47.8678
Witchcraft trial,10.4675,48.2814
Witchcraft trial,12.8311,48.1726
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.339,48.0
Witchcraft trial,12.9396,48.419
Witchcraft trial,11.1421,47.8407
Witchcraft trial,12.4604,47.7614
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.4339,48.263
Witchcraft trial,9.6351,47.5786
Witchcraft trial,10.3476,47.8005
Witchcraft trial,11.6194,48.4063
Witchcraft trial,10.9209,48.6902
Witchcraft trial,12.1181,47.8571
Witchcraft trial,11.4274,47.9102
Witchcraft trial,12.5802,48.8777
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.4678,48.657
Witchcraft trial,11.8866,48.9184
Witchcraft trial,12.5802,48.8777
Witchcraft trial,10.1802,47.9838
Witchcraft trial,9.6351,47.5786
Witchcraft trial,12.1016,49.0134
Witchcraft trial,10.3158,47.7286
Witchcraft trial,10.43,48.5703
Witchcraft trial,10.43,48.5703
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.4258,48.7665
Witchcraft trial,11.7833,49.0534
Witchcraft trial,11.8633,49.4403
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.0473,48.2578
Witchcraft trial,10.8704,48.0508
Witchcraft trial,11.7817,48.6431
Witchcraft trial,12.4604,47.7614
Witchcraft trial,10.4949,48.0462
Witchcraft trial,11.582,48.1351
Witchcraft trial,12.5061,48.3599
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.339,48.0
Witchcraft trial,11.1421,47.8407
Witchcraft trial,11.4274,47.9102
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.582,48.1351
Witchcraft trial,11.9189,48.3115
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.6768,48.2246
Witchcraft trial,11.4258,48.7665
Witchcraft trial,10.5355,47.7059
Witchcraft trial,11.4339,48.263
Witchcraft trial,10.3255,48.6736
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.8633,49.4403
Witchcraft trial,11.8633,49.4403
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.4852,48.6435
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.1267,47.9016
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.3488,48.7558
Witchcraft trial,10.4675,48.2814
Witchcraft trial,12.1181,47.8571
Witchcraft trial,11.339,48.0
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.4274,47.9102
Witchcraft trial,11.339,48.0
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.4675,48.2814
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.339,48.0
Witchcraft trial,11.4274,47.9102
Witchcraft trial,11.1421,47.8407
Witchcraft trial,12.1469,48.5442
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.1562,47.9042
Witchcraft trial,11.582,48.1351
Witchcraft trial,11.136,48.4577
Witchcraft trial,11.4339,48.263
Witchcraft trial,10.9865,48.356
Witchcraft trial,11.8866,48.9184
Witchcraft trial,11.9189,48.3115
Witchcraft trial,12.6621,49.2239
Witchcraft trial,12.1469,48.5442
Witchcraft trial,11.7817,48.6431
Witchcraft trial,11.7671,48.803
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.4977,48.5325
Witchcraft trial,12.8816,47.7303
Witchcraft trial,11.2631,48.5626
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.6227,48.766
Witchcraft trial,12.2245,48.0527
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.4852,48.6435
Witchcraft trial,11.7412,48.4029
Witchcraft trial,10.3158,47.7286
Witchcraft trial,10.2804,47.6257
Witchcraft trial,10.1802,47.9838
Witchcraft trial,12.6804,48.976
Witchcraft trial,11.8508,48.8177
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.1469,48.5442
Witchcraft trial,11.7817,48.6431
Witchcraft trial,11.582,48.1351
Witchcraft trial,11.7671,48.803
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.4977,48.5325
Witchcraft trial,10.9209,48.6902
Witchcraft trial,12.5802,48.8777
Witchcraft trial,12.4852,48.6435
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.4274,47.9102
Witchcraft trial,12.9301,47.9347
Witchcraft trial,12.8209,47.8493
Witchcraft trial,11.7412,48.4029
Witchcraft trial,12.5553,48.0252
Witchcraft trial,11.7412,48.4029
Witchcraft trial,12.1016,49.0134
Witchcraft trial,12.6621,49.2239
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.2631,48.5626
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.136,48.4577
Witchcraft trial,10.9865,48.356
Witchcraft trial,11.9189,48.3115
Witchcraft trial,12.6804,48.976
Witchcraft trial,12.6804,48.976
Witchcraft trial,12.8816,47.7303
Witchcraft trial,11.1421,47.8407
Witchcraft trial,12.9575,48.8409
Witchcraft trial,11.1421,47.8407
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.7778,48.7186
Witchcraft trial,10.8704,48.0508
Witchcraft trial,10.9861,48.2654
Witchcraft trial,10.9865,48.356
Witchcraft trial,13.4851,48.6148
Witchcraft trial,12.8311,48.1726
Witchcraft trial,10.7778,48.7186
Witchcraft trial,11.4339,48.263
Witchcraft trial,10.4675,48.2814
Witchcraft trial,10.9865,48.356
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.9865,48.356
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.4274,47.9102
Witchcraft trial,11.7817,48.6431
Witchcraft trial,12.4852,48.6435
Witchcraft trial,11.7671,48.803
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.5652,47.7615
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.8508,48.8177
Witchcraft trial,11.2631,48.5626
Witchcraft trial,11.4339,48.263
Witchcraft trial,12.6804,48.976
Witchcraft trial,12.6384,47.8678
Witchcraft trial,12.5553,48.0252
Witchcraft trial,11.6227,48.766
Witchcraft trial,11.8508,48.8177
Witchcraft trial,11.4977,48.5325
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.6227,48.766
Witchcraft trial,11.582,48.1351
Witchcraft trial,12.8816,47.7303
Witchcraft trial,10.8978,48.3705
Witchcraft trial,13.0001,47.6302
Witchcraft trial,10.8537,48.8427
Witchcraft trial,11.4339,48.263
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.7223,48.8722
Witchcraft trial,10.9209,48.6902
Witchcraft trial,13.0554,48.7703
Witchcraft trial,12.522,48.2458
Witchcraft trial,9.67893,47.5798
Witchcraft trial,10.5355,47.7059
Witchcraft trial,12.7689,48.0581
Witchcraft trial,12.9301,47.9347
Witchcraft trial,12.8311,48.1726
Witchcraft trial,10.4949,48.0462
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.1258,47.6407
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.7833,49.0534
Witchcraft trial,12.0417,49.2066
Witchcraft trial,12.1304,49.1218
Witchcraft trial,11.1886,49.1891
Witchcraft trial,11.7833,49.0534
Witchcraft trial,11.9359,48.4702
Witchcraft trial,10.3158,47.7286
Witchcraft trial,10.9209,48.6902
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.1016,49.0134
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.582,48.1351
Witchcraft trial,11.6227,48.766
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.6804,48.976
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.4339,48.263
Witchcraft trial,11.1421,47.8407
Witchcraft trial,10.9865,48.356
Witchcraft trial,10.8704,48.0508
Witchcraft trial,11.6227,48.766
Witchcraft trial,11.2631,48.5626
Witchcraft trial,10.9209,48.6902
Witchcraft trial,11.4977,48.5325
Witchcraft trial,12.6804,48.976
Witchcraft trial,11.4977,48.5325
Witchcraft trial,10.8704,48.0508
Witchcraft trial,11.1421,47.8407
Witchcraft trial,12.6804,48.976
Witchcraft trial,10.9209,48.6902
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.1421,47.8407
Witchcraft trial,11.6227,48.766
Witchcraft trial,12.6804,48.976
Witchcraft trial,10.4949,48.0462
Witchcraft trial,11.1421,47.8407
Witchcraft trial,11.6194,48.4063
Witchcraft trial,11.4339,48.263
Witchcraft trial,10.4949,48.0462
Witchcraft trial,11.4339,48.263
Witchcraft trial,11.2631,48.5626
Witchcraft trial,12.1181,47.8571
Witchcraft trial,10.9209,48.6902
Witchcraft trial,11.136,48.4577
Witchcraft trial,12.0093,47.864
Witchcraft trial,11.4977,48.5325
Witchcraft trial,11.5652,47.7615
Witchcraft trial,13.1822,48.8982
Witchcraft trial,12.6804,48.976
Witchcraft trial,11.4274,47.9102
Witchcraft trial,10.9865,48.356
Witchcraft trial,10.6428,48.0616
Witchcraft trial,12.1469,48.5442
Witchcraft trial,11.8508,48.8177
Witchcraft trial,12.1181,47.8571
Witchcraft trial,11.3488,48.7558
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.136,48.4577
Witchcraft trial,10.9861,48.2654
Witchcraft trial,10.9865,48.356
Witchcraft trial,11.8508,48.8177
Witchcraft trial,12.6896,48.2413
Witchcraft trial,11.2631,48.5626
Witchcraft trial,11.6227,48.766
Witchcraft trial,10.4675,48.2814
Witchcraft trial,12.8311,48.1726
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.4977,48.5325
Witchcraft trial,10.4949,48.0462
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.8978,48.3705
Witchcraft trial,11.8866,48.9184
Witchcraft trial,10.43,48.5703
Witchcraft trial,12.1016,49.0134
Witchcraft trial,10.7764,47.7387
Witchcraft trial,12.5061,48.3599
Witchcraft trial,12.1016,49.0134
Witchcraft trial,11.582,48.1351
Witchcraft trial,12.1016,49.0134
Witchcraft trial,10.7778,48.7186
Witchcraft trial,12.8311,48.1726
Witchcraft trial,10.5355,47.7059
Witchcraft trial,11.6918,48.9637
Witchcraft trial,12.9301,47.9347
Witchcraft trial,10.8978,48.3705
Witchcraft trial,12.1016,49.0134
Witchcraft trial,10.626,47.883
Witchcraft trial,12.5802,48.8777
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.1421,47.8407
Witchcraft trial,12.8311,48.1726
Witchcraft trial,13.0554,48.7703
Witchcraft trial,10.8978,48.3705
Witchcraft trial,10.1802,47.9838
Witchcraft trial,11.6704,49.2312
Witchcraft trial,10.3158,47.7286
Witchcraft trial,11.339,48.0
Witchcraft trial,10.626,47.883
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.4977,48.5325
Witchcraft trial,12.6804,48.976
Witchcraft trial,12.5802,48.8777
Witchcraft trial,10.4949,48.0462
Witchcraft trial,10.7778,48.7186
Witchcraft trial,10.7778,48.7186
Witchcraft trial,12.5802,48.8777
Witchcraft trial,11.4977,48.5325
Witchcraft trial,12.1469,48.5442
Witchcraft trial,12.1795,48.1619
Witchcraft trial,12.1181,47.8571
Witchcraft trial,12.2245,48.0527
Witchcraft trial,12.0093,47.864
Witchcraft trial,12.5802,48.8777
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.582,48.1351
Witchcraft trial,10.9865,48.356
Witchcraft trial,11.4339,48.263
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.4604,47.7614
Witchcraft trial,10.8704,48.0508
Witchcraft trial,12.6804,48.976
Witchcraft trial,10.8704,48.0508
Witchcraft trial,12.2245,48.0527
Witchcraft trial,12.8816,47.7303
Witchcraft trial,11.7817,48.6431
Witchcraft trial,11.8633,49.4403
Witchcraft trial,11.6227,48.766
Witchcraft trial,11.6194,48.4063
Witchcraft trial,12.8311,48.1726
Witchcraft trial,11.4274,47.9102
Witchcraft trial,10.9861,48.2654
Witchcraft trial,11.2631,48.5626
Witchcraft trial,10.4675,48.2814
Witchcraft trial,10.4949,48.0462
Witchcraft trial,12.6384,47.8678
Witchcraft trial,11.136,48.4577
Witchcraft trial,11.8633,49.4403
Witchcraft trial,10.4675,48.2814
Witchcraft trial,11.136,48.4577
Witchcraft trial,10.8704,48.0508
Witchcraft trial,11.4339,48.263
Witchcraft trial,10.9209,48.6902
Witchcraft trial,11.4274,47.9102
Witchcraft trial,13.4327,48.4605
Witchcraft trial,13.0443,48.2557
Witchcraft trial,13.1487,48.1066
Witchcraft trial,13.1487,48.1066
Witchcraft trial,8.11856,49.1989
Witchcraft trial,8.11856,49.1989
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,5.99599,48.9789
Witchcraft trial,6.04725,48.085
Witchcraft trial,7.42728,49.0504
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,5.99599,48.9789
Witchcraft trial,6.04725,48.085
Witchcraft trial,7.42728,49.0504
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,5.99599,48.9789
Witchcraft trial,6.04725,48.085
Witchcraft trial,7.42728,49.0504
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,5.99599,48.9789
Witchcraft trial,6.04725,48.085
Witchcraft trial,7.42728,49.0504
Witchcraft trial,6.94777,48.2875
Witchcraft trial,6.84384,48.5894
Witchcraft trial,5.96373,48.6931
Witchcraft trial,6.48818,48.6551
Witchcraft trial,6.13386,48.3022
Witchcraft trial,6.4494,48.1724
Witchcraft trial,6.39335,48.3129
Witchcraft trial,6.33295,48.5954
Witchcraft trial,6.27948,48.7543
Witchcraft trial,6.05513,48.4169
Witchcraft trial,6.52836,48.118
Witchcraft trial,6.71947,48.2113
Witchcraft trial,6.2262,48.2212
Witchcraft trial,6.4923400000000004,48.5922
Witchcraft trial,6.29325,48.3723
Witchcraft trial,6.18442,48.6921
Witchcraft trial,6.71757,48.8103
Witchcraft trial,6.05487,48.9033
Witchcraft trial,5.99599,48.9789
Witchcraft trial,6.04725,48.085
Witchcraft trial,7.42728,49.0504
Witchcraft trial,6.71283,49.3276
Witchcraft trial,6.71283,49.3276
Witchcraft trial,6.71283,49.3276
Witchcraft trial,6.71283,49.3276
Witchcraft trial,6.71283,49.3276
Witchcraft trial,6.71283,49.3276
Witchcraft trial,4.83986,50.2415
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.75922,50.434
Witchcraft trial,5.09645,50.4912
Witchcraft trial,5.14881,50.6282
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.43492,50.2539
Witchcraft trial,5.15685,50.341
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.63073,50.4467
Witchcraft trial,4.52779,50.3373
Witchcraft trial,4.98333,50.55
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.87199,50.4674
Witchcraft trial,5.14881,50.6282
Witchcraft trial,5.14881,50.6282
Witchcraft trial,5.14881,50.6282
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.54304,50.1958
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.5884,50.5287
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.53454,50.5792
Witchcraft trial,4.87199,50.4674
Witchcraft trial,5.09645,50.4912
Witchcraft trial,5.09645,50.4912
Witchcraft trial,5.09645,50.4912
Witchcraft trial,5.09645,50.4912
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.52786,50.4061
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.91275,50.2605
Witchcraft trial,5.07643,50.5841
Witchcraft trial,5.07776,50.6722
Witchcraft trial,5.10083,50.2957
Witchcraft trial,4.53454,50.5792
Witchcraft trial,4.53454,50.5792
Witchcraft trial,4.53454,50.5792
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,5.02227,50.3717
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.68843,50.5652
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.83986,50.2415
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.55119,50.4823
Witchcraft trial,5.00997,50.1855
Witchcraft trial,5.00997,50.1855
Witchcraft trial,4.83333,50.2167
Witchcraft trial,4.87199,50.4674
Witchcraft trial,5.07555,50.4025
Witchcraft trial,4.60511,50.2506
Witchcraft trial,5.15685,50.341
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.83333,50.2167
Witchcraft trial,4.83333,50.2167
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.83333,50.2167
Witchcraft trial,5.10083,50.2957
Witchcraft trial,4.87786,50.327
Witchcraft trial,5.1246,50.4367
Witchcraft trial,4.87786,50.327
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.61281,50.7159
Witchcraft trial,4.87829,50.3106
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.60511,50.2506
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.83986,50.2415
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.68843,50.5652
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.83333,50.2167
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.68843,50.5652
Witchcraft trial,4.98333,50.55
Witchcraft trial,4.68843,50.5652
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.98333,50.55
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.43492,50.2539
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.53454,50.5792
Witchcraft trial,5.07555,50.4025
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.7961,50.3311
Witchcraft trial,4.44464,50.4108
Witchcraft trial,5.00162,50.6175
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.83333,50.2167
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.35801,50.5135
Witchcraft trial,4.83986,50.2415
Witchcraft trial,4.44464,50.4108
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.75922,50.434
Witchcraft trial,4.98333,50.55
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.67869,50.4631
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.91275,50.2605
Witchcraft trial,4.83333,50.2167
Witchcraft trial,5.00162,50.6175
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.65785,50.32
Witchcraft trial,4.87786,50.327
Witchcraft trial,4.8674,50.3757
Witchcraft trial,4.8674,50.3757
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.55119,50.4823
Witchcraft trial,4.83986,50.2415
Witchcraft trial,4.44464,50.4108
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,5.07643,50.5841
Witchcraft trial,4.90365,50.5926
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.87199,50.4674
Witchcraft trial,4.855303340324675,50.21069823902597
Witchcraft trial,4.87199,50.4674
